ville,pays,latitude,longitude,timestamp_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Nairobi,KE,-1.2921,36.8219,2026-04-27T05:00:00+00:00,1,83.83,0.01,0.4,23.26,0.07,0.5,0.59,0.21
Nairobi,KE,-1.2921,36.8219,2026-04-27T06:00:00+00:00,1,82.72,0.03,0.35,23.58,0.07,0.5,0.59,0.2
Nairobi,KE,-1.2921,36.8219,2026-04-27T07:00:00+00:00,1,80.79,0.04,0.25,24.68,0.07,0.5,0.53,0.18
Nairobi,KE,-1.2921,36.8219,2026-04-27T08:00:00+00:00,1,79.16,0.03,0.17,25.43,0.07,0.5,0.53,0.18
Nairobi,KE,-1.2921,36.8219,2026-04-27T09:00:00+00:00,1,78.19,0.03,0.12,25.9,0.07,0.5,0.56,0.18
Nairobi,KE,-1.2921,36.8219,2026-04-27T10:00:00+00:00,1,77.94,0.02,0.1,26.35,0.07,0.53,0.6,0.18
Nairobi,KE,-1.2921,36.8219,2026-04-27T11:00:00+00:00,1,76.83,0.02,0.1,26.18,0.07,0.56,0.63,0.17
Nairobi,KE,-1.2921,36.8219,2026-04-27T12:00:00+00:00,1,76.51,0.01,0.11,25.9,0.06,0.59,0.67,0.17
Nairobi,KE,-1.2921,36.8219,2026-04-27T13:00:00+00:00,1,77.75,0.01,0.15,25.73,0.06,0.62,0.71,0.19
Nairobi,KE,-1.2921,36.8219,2026-04-27T14:00:00+00:00,1,78.96,0.01,0.21,25.26,0.06,0.66,0.76,0.22
Nairobi,KE,-1.2921,36.8219,2026-04-27T15:00:00+00:00,1,80.33,0.0,0.27,24.82,0.07,0.69,0.8,0.23
Nairobi,KE,-1.2921,36.8219,2026-04-27T16:00:00+00:00,1,82.08,0.0,0.32,24.37,0.08,0.7,0.81,0.24
Nairobi,KE,-1.2921,36.8219,2026-04-27T17:00:00+00:00,1,84.48,0.0,0.37,24.24,0.09,0.69,0.84,0.25
Nairobi,KE,-1.2921,36.8219,2026-04-27T18:00:00+00:00,1,86.57,0.0,0.4,24.19,0.1,0.7,0.85,0.25
Nairobi,KE,-1.2921,36.8219,2026-04-27T19:00:00+00:00,1,87.33,0.0,0.42,23.78,0.11,0.71,0.86,0.25
Nairobi,KE,-1.2921,36.8219,2026-04-27T20:00:00+00:00,1,88.53,0.0,0.45,23.36,0.11,0.71,0.86,0.24
Nairobi,KE,-1.2921,36.8219,2026-04-27T21:00:00+00:00,1,88.99,0.0,0.46,22.89,0.11,0.69,0.82,0.24
Nairobi,KE,-1.2921,36.8219,2026-04-27T22:00:00+00:00,1,88.54,0.0,0.46,22.36,0.11,0.65,0.77,0.23
Nairobi,KE,-1.2921,36.8219,2026-04-27T23:00:00+00:00,1,88.38,0.0,0.46,21.91,0.12,0.61,0.72,0.23
Nairobi,KE,-1.2921,36.8219,2026-04-28T00:00:00+00:00,1,88.22,0.0,0.46,21.39,0.12,0.58,0.68,0.23
Nairobi,KE,-1.2921,36.8219,2026-04-28T01:00:00+00:00,1,87.83,0.0,0.46,20.82,0.12,0.56,0.65,0.23
Nairobi,KE,-1.2921,36.8219,2026-04-28T02:00:00+00:00,1,87.86,0.0,0.47,20.18,0.12,0.55,0.63,0.24
Nairobi,KE,-1.2921,36.8219,2026-04-28T03:00:00+00:00,1,87.97,0.0,0.48,19.67,0.13,0.56,0.63,0.26
Nairobi,KE,-1.2921,36.8219,2026-04-28T04:00:00+00:00,1,88.65,0.0,0.53,19.13,0.13,0.56,0.66,0.28
Nairobi,KE,-1.2921,36.8219,2026-04-28T05:00:00+00:00,1,89.73,0.01,0.57,18.7,0.14,0.58,0.71,0.27
Nairobi,KE,-1.2921,36.8219,2026-04-28T06:00:00+00:00,1,90.16,0.05,0.54,18.75,0.15,0.58,0.74,0.25
Nairobi,KE,-1.2921,36.8219,2026-04-28T07:00:00+00:00,1,88.77,0.04,0.43,20.76,0.15,0.52,0.63,0.21
Nairobi,KE,-1.2921,36.8219,2026-04-28T08:00:00+00:00,1,88.34,0.04,0.34,21.93,0.15,0.6,0.68,0.21
Nairobi,KE,-1.2921,36.8219,2026-04-28T09:00:00+00:00,1,88.55,0.04,0.28,23.03,0.14,0.74,0.83,0.22
Nairobi,KE,-1.2921,36.8219,2026-04-28T10:00:00+00:00,1,87.82,0.03,0.21,24.53,0.12,0.84,0.92,0.19
Nairobi,KE,-1.2921,36.8219,2026-04-28T11:00:00+00:00,1,86.81,0.03,0.18,25.09,0.09,0.9,0.98,0.18
Nairobi,KE,-1.2921,36.8219,2026-04-28T12:00:00+00:00,1,86.6,0.03,0.18,25.16,0.09,0.95,1.03,0.18
Nairobi,KE,-1.2921,36.8219,2026-04-28T13:00:00+00:00,1,87.92,0.03,0.19,25.49,0.09,1.02,1.1,0.19
Nairobi,KE,-1.2921,36.8219,2026-04-28T14:00:00+00:00,1,88.47,0.02,0.24,25.28,0.09,1.11,1.2,0.2
Nairobi,KE,-1.2921,36.8219,2026-04-28T15:00:00+00:00,1,89.01,0.01,0.31,24.96,0.09,1.15,1.25,0.22
Nairobi,KE,-1.2921,36.8219,2026-04-28T16:00:00+00:00,1,89.92,0.0,0.36,24.61,0.1,1.13,1.25,0.23
Nairobi,KE,-1.2921,36.8219,2026-04-28T17:00:00+00:00,1,90.94,0.0,0.39,24.58,0.11,1.08,1.21,0.24
Nairobi,KE,-1.2921,36.8219,2026-04-28T18:00:00+00:00,1,91.57,0.0,0.41,24.83,0.13,1.02,1.16,0.25
Nairobi,KE,-1.2921,36.8219,2026-04-28T19:00:00+00:00,1,91.76,0.0,0.44,24.62,0.14,0.94,1.1,0.25
Nairobi,KE,-1.2921,36.8219,2026-04-28T20:00:00+00:00,1,93.31,0.0,0.48,24.16,0.13,0.89,1.06,0.25
Nairobi,KE,-1.2921,36.8219,2026-04-28T21:00:00+00:00,1,94.61,0.0,0.51,23.59,0.13,0.85,1.01,0.24
Nairobi,KE,-1.2921,36.8219,2026-04-28T22:00:00+00:00,1,94.59,0.0,0.51,23.12,0.14,0.84,1.0,0.24
Nairobi,KE,-1.2921,36.8219,2026-04-28T23:00:00+00:00,1,94.54,0.0,0.51,22.76,0.15,0.86,1.0,0.24
Nairobi,KE,-1.2921,36.8219,2026-04-29T00:00:00+00:00,1,94.9,0.0,0.51,22.35,0.15,0.86,1.0,0.25
Nairobi,KE,-1.2921,36.8219,2026-04-29T01:00:00+00:00,1,95.1,0.0,0.5,22.61,0.15,0.83,0.94,0.23
Nairobi,KE,-1.2921,36.8219,2026-04-29T02:00:00+00:00,1,94.99,0.0,0.49,22.4,0.15,0.82,0.92,0.23
Nairobi,KE,-1.2921,36.8219,2026-04-29T03:00:00+00:00,1,94.55,0.0,0.49,21.96,0.16,0.82,0.92,0.23
Nairobi,KE,-1.2921,36.8219,2026-04-29T04:00:00+00:00,1,94.51,0.0,0.51,21.5,0.15,0.81,0.92,0.23
Nairobi,KE,-1.2921,36.8219,2026-04-29T05:00:00+00:00,1,95.11,0.01,0.53,21.31,0.13,0.78,0.91,0.23
Nairobi,KE,-1.2921,36.8219,2026-04-29T06:00:00+00:00,1,95.71,0.03,0.53,21.43,0.13,0.77,0.9,0.23
Nairobi,KE,-1.2921,36.8219,2026-04-29T07:00:00+00:00,1,95.68,0.04,0.45,22.58,0.12,0.71,0.84,0.22
Nairobi,KE,-1.2921,36.8219,2026-04-29T08:00:00+00:00,1,96.23,0.05,0.35,23.67,0.11,0.73,0.85,0.21
Nairobi,KE,-1.2921,36.8219,2026-04-29T09:00:00+00:00,1,97.26,0.05,0.27,24.77,0.1,0.85,0.97,0.21
Nairobi,KE,-1.2921,36.8219,2026-04-29T10:00:00+00:00,1,97.85,0.04,0.19,26.3,0.1,1.04,1.14,0.19
Nairobi,KE,-1.2921,36.8219,2026-04-29T11:00:00+00:00,1,96.94,0.03,0.15,27.12,0.1,1.27,1.37,0.18
Nairobi,KE,-1.2921,36.8219,2026-04-29T12:00:00+00:00,1,95.8,0.03,0.14,27.44,0.09,1.52,1.61,0.18
Nairobi,KE,-1.2921,36.8219,2026-04-29T13:00:00+00:00,1,95.38,0.03,0.14,28.3,0.09,1.7,1.79,0.18
Nairobi,KE,-1.2921,36.8219,2026-04-29T14:00:00+00:00,1,94.54,0.03,0.17,28.62,0.08,1.73,1.82,0.17
Nairobi,KE,-1.2921,36.8219,2026-04-29T15:00:00+00:00,1,94.02,0.01,0.23,28.5,0.08,1.63,1.72,0.17
Nairobi,KE,-1.2921,36.8219,2026-04-29T16:00:00+00:00,1,94.36,0.0,0.3,27.76,0.08,1.45,1.57,0.2
Nairobi,KE,-1.2921,36.8219,2026-04-29T17:00:00+00:00,1,96.43,0.0,0.36,26.63,0.08,1.34,1.5,0.23
Nairobi,KE,-1.2921,36.8219,2026-04-29T18:00:00+00:00,1,98.67,0.0,0.41,25.66,0.08,1.25,1.46,0.24
Nairobi,KE,-1.2921,36.8219,2026-04-29T19:00:00+00:00,1,100.34,0.0,0.44,24.69,0.09,1.19,1.42,0.26
Nairobi,KE,-1.2921,36.8219,2026-04-29T20:00:00+00:00,1,102.58,0.0,0.48,24.12,0.1,1.19,1.44,0.28
Nairobi,KE,-1.2921,36.8219,2026-04-29T21:00:00+00:00,1,104.83,0.0,0.5,23.82,0.1,1.18,1.38,0.29
Nairobi,KE,-1.2921,36.8219,2026-04-29T22:00:00+00:00,1,106.27,0.0,0.48,23.85,0.1,1.17,1.36,0.28
Nairobi,KE,-1.2921,36.8219,2026-04-29T23:00:00+00:00,1,108.85,0.0,0.47,24.13,0.11,1.25,1.46,0.28
Nairobi,KE,-1.2921,36.8219,2026-04-30T00:00:00+00:00,1,112.57,0.0,0.48,24.3,0.11,1.42,1.68,0.3
Nairobi,KE,-1.2921,36.8219,2026-04-30T01:00:00+00:00,1,116.71,0.0,0.52,24.19,0.12,1.59,1.91,0.34
Nairobi,KE,-1.2921,36.8219,2026-04-30T02:00:00+00:00,1,120.02,0.0,0.57,23.85,0.12,1.63,1.98,0.35
Nairobi,KE,-1.2921,36.8219,2026-04-30T03:00:00+00:00,1,122.52,0.0,0.61,23.66,0.12,1.59,1.96,0.36
Nairobi,KE,-1.2921,36.8219,2026-04-30T04:00:00+00:00,1,123.58,0.0,0.66,23.92,0.1,1.37,1.74,0.37
Nairobi,KE,-1.2921,36.8219,2026-04-30T05:00:00+00:00,1,125.17,0.02,0.7,23.97,0.09,1.17,1.54,0.38
Nairobi,KE,-1.2921,36.8219,2026-04-30T06:00:00+00:00,1,126.75,0.06,0.65,24.4,0.09,1.09,1.46,0.38
Nairobi,KE,-1.2921,36.8219,2026-04-30T07:00:00+00:00,1,123.96,0.07,0.51,25.76,0.09,1.04,1.39,0.38
Nairobi,KE,-1.2921,36.8219,2026-04-30T08:00:00+00:00,1,120.87,0.05,0.41,26.92,0.09,1.06,1.41,0.37
Nairobi,KE,-1.2921,36.8219,2026-04-30T09:00:00+00:00,1,118.12,0.04,0.34,28.04,0.08,1.07,1.41,0.35
Nairobi,KE,-1.2921,36.8219,2026-04-30T10:00:00+00:00,1,104.58,0.03,0.23,28.71,0.06,0.85,1.09,0.26
Nairobi,KE,-1.2921,36.8219,2026-04-30T11:00:00+00:00,1,94.7,0.02,0.19,28.41,0.05,0.79,0.97,0.2
Nairobi,KE,-1.2921,36.8219,2026-04-30T12:00:00+00:00,1,91.02,0.02,0.19,28.24,0.05,0.79,0.95,0.2
Nairobi,KE,-1.2921,36.8219,2026-04-30T13:00:00+00:00,1,90.14,0.01,0.23,28.11,0.05,0.8,0.95,0.21
Nairobi,KE,-1.2921,36.8219,2026-04-30T14:00:00+00:00,1,89.72,0.01,0.28,27.68,0.05,0.82,0.96,0.22
Nairobi,KE,-1.2921,36.8219,2026-04-30T15:00:00+00:00,1,89.94,0.01,0.34,27.58,0.05,0.83,0.96,0.24
Nairobi,KE,-1.2921,36.8219,2026-04-30T16:00:00+00:00,1,90.51,0.0,0.37,27.56,0.05,0.8,0.97,0.24
Nairobi,KE,-1.2921,36.8219,2026-04-30T17:00:00+00:00,1,91.86,0.0,0.39,27.74,0.06,0.81,1.03,0.25
Nairobi,KE,-1.2921,36.8219,2026-04-30T18:00:00+00:00,1,93.37,0.0,0.4,27.79,0.06,0.86,1.08,0.25
Nairobi,KE,-1.2921,36.8219,2026-04-30T19:00:00+00:00,1,93.86,0.0,0.43,27.08,0.06,0.87,1.06,0.25
Nairobi,KE,-1.2921,36.8219,2026-04-30T20:00:00+00:00,1,94.78,0.0,0.49,26.35,0.07,0.8,0.97,0.25
Nairobi,KE,-1.2921,36.8219,2026-04-30T21:00:00+00:00,1,95.47,0.0,0.54,25.65,0.07,0.69,0.84,0.25
Nairobi,KE,-1.2921,36.8219,2026-04-30T22:00:00+00:00,1,95.05,0.0,0.56,25.07,0.08,0.59,0.72,0.24
Nairobi,KE,-1.2921,36.8219,2026-04-30T23:00:00+00:00,1,94.52,0.0,0.56,24.66,0.08,0.51,0.62,0.23
Nairobi,KE,-1.2921,36.8219,2026-05-01T00:00:00+00:00,1,93.9,0.0,0.55,24.39,0.07,0.5,0.55,0.22
Nairobi,KE,-1.2921,36.8219,2026-05-01T01:00:00+00:00,1,93.3,0.0,0.54,24.09,0.07,0.5,0.51,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-01T02:00:00+00:00,1,93.45,0.0,0.54,23.78,0.07,0.5,0.55,0.19
Nairobi,KE,-1.2921,36.8219,2026-05-01T03:00:00+00:00,1,94.09,0.0,0.56,23.5,0.08,0.52,0.62,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-01T04:00:00+00:00,1,95.08,0.0,0.6,23.08,0.08,0.56,0.69,0.21
Nairobi,KE,-1.2921,36.8219,2026-05-01T05:00:00+00:00,1,96.66,0.01,0.65,22.9,0.08,0.6,0.76,0.23
Nairobi,KE,-1.2921,36.8219,2026-05-01T06:00:00+00:00,1,98.0,0.03,0.65,23.1,0.09,0.65,0.85,0.24
Nairobi,KE,-1.2921,36.8219,2026-05-01T07:00:00+00:00,1,97.64,0.05,0.57,24.01,0.09,0.68,0.87,0.24
Nairobi,KE,-1.2921,36.8219,2026-05-01T08:00:00+00:00,1,96.16,0.05,0.48,25.08,0.09,0.71,0.9,0.24
Nairobi,KE,-1.2921,36.8219,2026-05-01T09:00:00+00:00,1,94.76,0.04,0.39,26.22,0.1,0.75,0.95,0.24
Nairobi,KE,-1.2921,36.8219,2026-05-01T10:00:00+00:00,1,88.64,0.03,0.24,28.41,0.07,0.65,0.8,0.19
Nairobi,KE,-1.2921,36.8219,2026-05-01T11:00:00+00:00,1,83.3,0.02,0.19,29.24,0.06,0.57,0.69,0.16
Nairobi,KE,-1.2921,36.8219,2026-05-01T12:00:00+00:00,1,81.74,0.01,0.18,29.52,0.05,0.56,0.66,0.16
Nairobi,KE,-1.2921,36.8219,2026-05-01T13:00:00+00:00,1,82.58,0.01,0.2,30.02,0.05,0.58,0.69,0.17
Nairobi,KE,-1.2921,36.8219,2026-05-01T14:00:00+00:00,1,83.5,0.01,0.24,30.04,0.05,0.63,0.74,0.18
Nairobi,KE,-1.2921,36.8219,2026-05-01T15:00:00+00:00,1,84.82,0.0,0.28,30.19,0.05,0.66,0.78,0.19
Nairobi,KE,-1.2921,36.8219,2026-05-01T16:00:00+00:00,1,87.16,0.0,0.33,30.53,0.07,0.68,0.8,0.22
Nairobi,KE,-1.2921,36.8219,2026-05-01T17:00:00+00:00,1,90.68,0.0,0.39,30.74,0.08,0.69,0.86,0.25
Nairobi,KE,-1.2921,36.8219,2026-05-01T18:00:00+00:00,1,93.66,0.0,0.45,30.81,0.1,0.68,0.89,0.26
Nairobi,KE,-1.2921,36.8219,2026-05-01T19:00:00+00:00,1,95.7,0.0,0.5,30.48,0.1,0.7,0.93,0.27
Nairobi,KE,-1.2921,36.8219,2026-05-01T20:00:00+00:00,1,98.17,0.0,0.54,30.51,0.1,0.73,0.97,0.27
Nairobi,KE,-1.2921,36.8219,2026-05-01T21:00:00+00:00,1,99.91,0.0,0.57,30.58,0.1,0.74,0.98,0.26
Nairobi,KE,-1.2921,36.8219,2026-05-01T22:00:00+00:00,1,100.51,0.0,0.58,30.33,0.1,0.75,0.99,0.26
Nairobi,KE,-1.2921,36.8219,2026-05-01T23:00:00+00:00,1,101.82,0.0,0.61,29.88,0.1,0.78,1.04,0.26
Nairobi,KE,-1.2921,36.8219,2026-05-02T00:00:00+00:00,1,103.14,0.0,0.64,29.24,0.1,0.8,1.09,0.25
Nairobi,KE,-1.2921,36.8219,2026-05-02T01:00:00+00:00,1,104.55,0.0,0.68,28.55,0.1,0.83,1.15,0.25
Nairobi,KE,-1.2921,36.8219,2026-05-02T02:00:00+00:00,1,106.98,0.0,0.73,28.19,0.1,0.88,1.25,0.26
Nairobi,KE,-1.2921,36.8219,2026-05-02T03:00:00+00:00,1,109.24,0.0,0.78,27.93,0.1,0.92,1.36,0.27
Nairobi,KE,-1.2921,36.8219,2026-05-02T04:00:00+00:00,1,109.25,0.0,0.79,27.97,0.09,0.89,1.37,0.27
Nairobi,KE,-1.2921,36.8219,2026-05-02T05:00:00+00:00,1,107.59,0.02,0.75,28.17,0.08,0.86,1.26,0.25
Nairobi,KE,-1.2921,36.8219,2026-05-02T06:00:00+00:00,1,104.79,0.05,0.61,28.8,0.08,0.8,1.15,0.24
Nairobi,KE,-1.2921,36.8219,2026-05-02T07:00:00+00:00,1,98.11,0.05,0.36,30.35,0.07,0.67,0.88,0.19
Nairobi,KE,-1.2921,36.8219,2026-05-02T08:00:00+00:00,1,94.24,0.04,0.19,31.51,0.06,0.69,0.84,0.17
Nairobi,KE,-1.2921,36.8219,2026-05-02T09:00:00+00:00,1,91.92,0.03,0.11,31.96,0.06,0.79,0.93,0.16
Nairobi,KE,-1.2921,36.8219,2026-05-02T10:00:00+00:00,1,86.64,0.02,0.07,31.86,0.06,0.82,0.95,0.15
Nairobi,KE,-1.2921,36.8219,2026-05-02T11:00:00+00:00,1,83.06,0.02,0.07,31.17,0.06,0.94,1.06,0.14
Nairobi,KE,-1.2921,36.8219,2026-05-02T12:00:00+00:00,1,80.55,0.02,0.07,30.75,0.05,1.02,1.18,0.15
Nairobi,KE,-1.2921,36.8219,2026-05-02T13:00:00+00:00,1,79.61,0.02,0.09,31.14,0.05,1.04,1.2,0.16
Nairobi,KE,-1.2921,36.8219,2026-05-02T14:00:00+00:00,1,78.47,0.02,0.12,31.48,0.05,0.94,1.11,0.18
Nairobi,KE,-1.2921,36.8219,2026-05-02T15:00:00+00:00,1,77.9,0.01,0.17,31.88,0.06,0.8,0.97,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-02T16:00:00+00:00,1,78.45,0.0,0.22,32.35,0.06,0.67,0.84,0.23
Nairobi,KE,-1.2921,36.8219,2026-05-02T17:00:00+00:00,1,80.21,0.0,0.26,32.45,0.06,0.65,0.77,0.25
Nairobi,KE,-1.2921,36.8219,2026-05-02T18:00:00+00:00,1,82.46,0.0,0.3,32.44,0.06,0.66,0.79,0.25
Nairobi,KE,-1.2921,36.8219,2026-05-02T19:00:00+00:00,1,84.31,0.0,0.35,31.53,0.07,0.69,0.84,0.26
Nairobi,KE,-1.2921,36.8219,2026-05-02T20:00:00+00:00,1,87.93,0.0,0.41,30.75,0.08,0.74,0.92,0.27
Nairobi,KE,-1.2921,36.8219,2026-05-02T21:00:00+00:00,1,90.52,0.0,0.47,29.99,0.08,0.8,1.0,0.27
Nairobi,KE,-1.2921,36.8219,2026-05-02T22:00:00+00:00,1,91.8,0.0,0.51,29.07,0.09,0.84,1.06,0.28
Nairobi,KE,-1.2921,36.8219,2026-05-02T23:00:00+00:00,1,93.09,0.0,0.55,28.2,0.09,0.86,1.1,0.3
Nairobi,KE,-1.2921,36.8219,2026-05-03T00:00:00+00:00,1,93.73,0.0,0.58,27.0,0.09,0.84,1.11,0.31
Nairobi,KE,-1.2921,36.8219,2026-05-03T01:00:00+00:00,1,91.34,0.0,0.55,24.75,0.07,0.82,1.05,0.28
Nairobi,KE,-1.2921,36.8219,2026-05-03T02:00:00+00:00,1,90.29,0.0,0.53,22.55,0.06,0.84,1.13,0.26
Nairobi,KE,-1.2921,36.8219,2026-05-03T03:00:00+00:00,1,90.46,0.0,0.53,20.81,0.06,0.88,1.21,0.26
Nairobi,KE,-1.2921,36.8219,2026-05-03T04:00:00+00:00,1,90.16,0.0,0.55,19.22,0.06,0.86,1.2,0.25
Nairobi,KE,-1.2921,36.8219,2026-05-03T05:00:00+00:00,1,89.45,0.03,0.52,18.18,0.06,0.79,1.13,0.25
Nairobi,KE,-1.2921,36.8219,2026-05-03T06:00:00+00:00,1,87.7,0.06,0.39,18.15,0.06,0.72,1.02,0.23
Nairobi,KE,-1.2921,36.8219,2026-05-03T07:00:00+00:00,1,82.52,0.05,0.22,19.07,0.06,0.64,0.84,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-03T08:00:00+00:00,1,80.42,0.04,0.13,19.99,0.05,0.69,0.87,0.19
Nairobi,KE,-1.2921,36.8219,2026-05-03T09:00:00+00:00,1,80.1,0.03,0.09,21.21,0.05,0.88,1.09,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-03T10:00:00+00:00,1,78.0,0.03,0.07,21.98,0.05,0.95,1.13,0.19
Nairobi,KE,-1.2921,36.8219,2026-05-03T11:00:00+00:00,1,74.94,0.02,0.07,22.22,0.05,0.94,1.09,0.17
Nairobi,KE,-1.2921,36.8219,2026-05-03T12:00:00+00:00,1,74.13,0.03,0.08,22.47,0.05,0.91,1.12,0.17
Nairobi,KE,-1.2921,36.8219,2026-05-03T13:00:00+00:00,1,74.89,0.03,0.09,22.96,0.05,0.93,1.16,0.18
Nairobi,KE,-1.2921,36.8219,2026-05-03T14:00:00+00:00,1,75.31,0.03,0.12,23.02,0.05,0.86,1.1,0.19
Nairobi,KE,-1.2921,36.8219,2026-05-03T15:00:00+00:00,1,75.89,0.02,0.18,22.69,0.05,0.72,0.96,0.19
Nairobi,KE,-1.2921,36.8219,2026-05-03T16:00:00+00:00,1,76.9,0.0,0.23,22.01,0.05,0.6,0.79,0.21
Nairobi,KE,-1.2921,36.8219,2026-05-03T17:00:00+00:00,1,78.43,0.0,0.28,21.41,0.05,0.5,0.65,0.22
Nairobi,KE,-1.2921,36.8219,2026-05-03T18:00:00+00:00,1,79.88,0.0,0.33,20.99,0.05,0.5,0.57,0.23
Nairobi,KE,-1.2921,36.8219,2026-05-03T19:00:00+00:00,1,80.56,0.0,0.36,20.54,0.05,0.5,0.54,0.22
Nairobi,KE,-1.2921,36.8219,2026-05-03T20:00:00+00:00,1,82.0,0.0,0.4,20.36,0.05,0.5,0.55,0.22
Nairobi,KE,-1.2921,36.8219,2026-05-03T21:00:00+00:00,1,83.27,0.0,0.44,20.11,0.05,0.5,0.56,0.21
Nairobi,KE,-1.2921,36.8219,2026-05-03T22:00:00+00:00,1,84.12,0.0,0.48,19.73,0.06,0.5,0.57,0.21
Nairobi,KE,-1.2921,36.8219,2026-05-03T23:00:00+00:00,1,85.59,0.0,0.52,19.37,0.07,0.5,0.57,0.21
Nairobi,KE,-1.2921,36.8219,2026-05-04T00:00:00+00:00,1,86.98,0.0,0.55,18.99,0.07,0.5,0.57,0.21
Nairobi,KE,-1.2921,36.8219,2026-05-04T01:00:00+00:00,1,87.75,0.0,0.56,18.53,0.08,0.5,0.57,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-04T02:00:00+00:00,1,88.21,0.0,0.57,18.02,0.08,0.5,0.6,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-04T03:00:00+00:00,1,88.59,0.0,0.59,17.51,0.09,0.51,0.66,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-04T04:00:00+00:00,1,88.42,0.0,0.61,16.99,0.07,0.54,0.73,0.19
Nairobi,KE,-1.2921,36.8219,2026-05-04T05:00:00+00:00,1,89.47,0.04,0.62,16.74,0.07,0.57,0.79,0.19
Nairobi,KE,-1.2921,36.8219,2026-05-04T06:00:00+00:00,1,91.81,0.09,0.57,17.11,0.07,0.61,0.84,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-04T07:00:00+00:00,1,89.98,0.08,0.41,18.79,0.07,0.58,0.79,0.22
Nairobi,KE,-1.2921,36.8219,2026-05-04T08:00:00+00:00,1,88.42,0.07,0.28,20.18,0.07,0.6,0.77,0.21
Nairobi,KE,-1.2921,36.8219,2026-05-04T09:00:00+00:00,1,87.02,0.05,0.19,21.51,0.07,0.64,0.8,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-04T10:00:00+00:00,1,84.07,0.04,0.13,22.45,0.06,0.68,0.86,0.18
Nairobi,KE,-1.2921,36.8219,2026-05-04T11:00:00+00:00,1,81.01,0.03,0.12,22.6,0.05,0.71,0.89,0.16
Nairobi,KE,-1.2921,36.8219,2026-05-04T12:00:00+00:00,1,80.51,0.02,0.13,22.99,0.05,0.76,0.94,0.16
Nairobi,KE,-1.2921,36.8219,2026-05-04T13:00:00+00:00,1,81.56,0.02,0.17,23.62,0.05,0.8,1.0,0.16
Nairobi,KE,-1.2921,36.8219,2026-05-04T14:00:00+00:00,1,82.62,0.02,0.22,23.95,0.05,0.82,1.04,0.17
Nairobi,KE,-1.2921,36.8219,2026-05-04T15:00:00+00:00,1,84.24,0.01,0.27,24.27,0.05,0.8,1.02,0.18
Nairobi,KE,-1.2921,36.8219,2026-05-04T16:00:00+00:00,1,87.34,0.0,0.36,24.19,0.06,0.79,1.03,0.22
Nairobi,KE,-1.2921,36.8219,2026-05-04T17:00:00+00:00,1,91.95,0.0,0.46,23.94,0.08,0.83,1.12,0.27
Nairobi,KE,-1.2921,36.8219,2026-05-04T18:00:00+00:00,1,96.18,0.0,0.54,23.72,0.09,0.85,1.18,0.3
Nairobi,KE,-1.2921,36.8219,2026-05-04T19:00:00+00:00,1,98.8,0.0,0.6,23.26,0.09,0.87,1.23,0.31
Nairobi,KE,-1.2921,36.8219,2026-05-04T20:00:00+00:00,1,101.65,0.0,0.65,23.29,0.09,0.93,1.31,0.3
Nairobi,KE,-1.2921,36.8219,2026-05-04T21:00:00+00:00,1,104.18,0.0,0.7,23.4,0.09,0.99,1.39,0.28
Nairobi,KE,-1.2921,36.8219,2026-05-04T22:00:00+00:00,1,105.18,0.0,0.7,23.61,0.09,1.0,1.37,0.25
Nairobi,KE,-1.2921,36.8219,2026-05-04T23:00:00+00:00,1,106.58,0.0,0.72,23.65,0.09,0.99,1.34,0.23
Nairobi,KE,-1.2921,36.8219,2026-05-05T00:00:00+00:00,1,107.81,0.0,0.74,23.54,0.08,1.0,1.32,0.22
Nairobi,KE,-1.2921,36.8219,2026-05-05T01:00:00+00:00,1,108.57,0.0,0.75,23.14,0.08,1.02,1.33,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-05T02:00:00+00:00,1,108.75,0.0,0.75,22.73,0.09,1.04,1.37,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-05T03:00:00+00:00,1,108.52,0.0,0.74,22.4,0.09,1.09,1.41,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-05T04:00:00+00:00,1,107.19,0.0,0.74,22.12,0.08,1.13,1.43,0.2
Nairobi,KE,-1.2921,36.8219,2026-05-05T05:00:00+00:00,1,107.52,0.03,0.74,21.96,0.08,1.2,1.54,0.21
Nairobi,KE,-1.2921,36.8219,2026-05-05T06:00:00+00:00,1,108.98,0.08,0.67,22.43,0.09,1.32,1.68,0.23
Nairobi,KE,-1.2921,36.8219,2026-05-05T07:00:00+00:00,1,106.3,0.07,0.52,24.34,0.09,1.14,1.45,0.23
Nairobi,KE,-1.2921,36.8219,2026-05-05T08:00:00+00:00,1,102.91,0.05,0.4,25.56,0.09,0.98,1.23,0.22
